folio,deleg,id_guard,guard,esq,fecha_d,fecha_m,fecha_a,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,edad,rechab,sat1,solinsc,internet,tramit,tmpoingr,filtroen,asistllegada,enfllegada,revdesp,revunas,limp,trato2,trato1,total_a,asistsala,nutricion,lactm1,lactm2,lactm3,vacunas,limpsalida,limpsalida2,vigilante,simulacro,alrededores,seguro1,tiempo,sala,conact,actadec,comunic1,comunic5,razon,sat2,recomen,parent,sexo,escolar,Delegacion,InscritosDiciembre2014,TipoGuard
"9,799,008",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,27,14,33,26,5,2,1,,1,2,1,1,1,1,1,2,2,2,25,1,2,1,3,1,1,1,1,1,1,2,1,5,9,1,1,1,2,2,8,2,2,1,5,M�xico Poniente,119,2
"9,799,010",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,15,16,15,22,30,5,1,1,,1,1,1,1,1,1,2,2,2,2,12,4,97,1,3,2,2,2,1,1,1,4,2,5,7,1,1,1,2,4,9,1,2,1,9,M�xico Poniente,119,2
"9,799,011",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,16,25,16,31,36,5,2,1,,1,2,1,2,2,1,1,2,2,2,22,2,1,2,3,2,1,1,2,1,1,2,1,2,9,1,1,1,2,1,9,2,2,1,7,M�xico Poniente,119,2
"10,398,013",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,9,17,9,25,32,5,2,1,,1,3,1,1,1,2,2,2,2,2,10,2,1,2,4,2,1,1,1,1,1,4,2,3,7,2,,1,7,1,9,2,2,1,9,M�xico Poniente,86,2
"10,398,016",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,9,45,9,57,31,5,4,1,,1,4,1,2,1,1,1,2,3,3,12,2,1,2,2,1,1,1,1,2,1,4,2,1,1,1,1,1,4,1,8,3,2,1,9,M�xico Poniente,86,2
"10,398,024",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,15,2,15,30,43,5,2,1,,1,3,1,1,1,1,1,1,1,1,12,2,1,4,4,2,1,1,1,1,1,1,2,3,5,1,1,1,7,2,10,1,2,1,7,M�xico Poniente,86,2
"10,398,028",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,15,54,16,1,30,5,2,1,,2,5,1,1,1,1,2,2,2,2,99,2,2,3,3,2,1,1,1,1,2,3,2,1,3,1,1,1,1,2,99,1,2,1,9,M�xico Poniente,86,2
"10,398,029",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,16,2,16,11,22,5,2,1,,1,3,1,1,1,1,1,1,2,2,15,2,1,3,3,2,1,1,1,1,2,3,2,2,6,1,1,1,1,2,10,1,2,1,7,M�xico Poniente,86,2
"10,533,017",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,9,44,9,56,35,5,1,1,,1,2,1,1,1,1,1,1,1,1,5,1,1,4,4,2,1,1,1,1,2,1,2,2,6,1,1,1,3,2,10,1,1,2,8,M�xico Poniente,86,2
"10,533,020",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,14,25,14,32,24,5,1,1,,1,4,1,1,1,1,1,1,1,1,5,3,97,5,97,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,10,2,1,2,5,M�xico Poniente,86,2
"10,533,023",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,15,35,15,46,56,5,2,1,,1,1,1,1,4,1,2,2,2,2,11,2,2,3,4,2,1,1,1,1,1,2,1,2,5,2,,1,5,2,9,1,3,1,7,M�xico Poniente,86,2
"10,533,026",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,16,9,16,17,54,4,1,1,,1,99,2,,,,,2,2,3,10,1,2,1,2,2,2,2,2,1,1,99,1,3,7,2,,2,1,2,9,1,3,1,7,M�xico Poniente,86,2
"10,533,029",13,1514,Guarder�a Ordinaria G - 0002 TOLUCA,2,17,9,15,16,36,16,45,38,5,2,1,,1,3,2,,,,,2,2,1,8,4,1,5,3,1,1,1,1,1,2,1,2,1,1,1,1,1,6,1,8,1,2,1,9,M�xico Poniente,86,2
"7,848,043",14,605,CENDI la Juliana,1,9,9,15,7,57,8,3,28,5,2,1,,1,4,1,1,1,1,1,2,2,2,15,4,1,2,2,2,1,2,2,1,2,2,2,2,2,2,,2,1,3,8,2,2,1,5,Guanajuato,160,1
"7,848,045",14,605,CENDI la Juliana,1,9,9,15,8,16,8,24,30,5,1,1,,1,2,1,1,1,1,1,2,1,2,25,2,2,1,3,1,1,1,1,5,2,4,2,1,6,1,1,1,1,1,10,1,2,1,8,Guanajuato,160,1
"7,848,049",14,605,CENDI la Juliana,1,9,9,15,10,50,10,59,37,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,1,3,2,1,1,1,1,2,1,2,4,9,1,1,1,1,1,8,1,1,2,3,Guanajuato,160,1
"7,848,052",14,605,CENDI la Juliana,1,9,9,15,14,23,14,31,55,5,2,1,,1,2,1,1,1,1,1,1,1,1,15,2,1,1,1,2,1,1,1,1,2,1,2,3,5,1,1,1,2,1,8,1,3,1,3,Guanajuato,160,1
"7,848,054",14,605,CENDI la Juliana,1,9,9,15,15,6,15,14,26,5,1,1,,1,2,1,1,1,1,1,2,2,2,10,4,1,3,1,2,1,1,2,1,2,2,2,3,5,1,1,1,1,1,8,1,4,1,6,Guanajuato,160,1
"7,848,055",14,605,CENDI la Juliana,1,9,9,15,15,18,15,27,51,5,2,1,,1,2,1,3,1,1,1,1,1,1,8,3,1,99,,,1,1,1,1,2,1,2,3,4,1,1,1,1,3,10,1,3,1,2,Guanajuato,160,1
"7,848,057",14,605,CENDI la Juliana,1,9,9,15,16,16,16,20,21,5,2,1,,1,1,1,1,1,1,1,2,1,1,12,3,1,4,1,1,1,2,2,1,1,1,1,2,4,1,1,1,1,2,9,1,2,1,4,Guanajuato,160,1
"7,848,058",14,605,CENDI la Juliana,1,9,9,15,16,19,16,23,47,5,2,1,,1,99,1,1,1,1,1,2,1,2,12,4,1,1,2,1,1,1,1,1,2,2,2,4,9,1,1,1,1,1,10,1,3,1,3,Guanajuato,160,1
"9,265,042",14,605,CENDI la Juliana,1,9,9,15,8,15,8,22,25,5,2,1,,1,2,1,1,1,1,1,2,2,2,20,2,1,4,1,2,1,1,1,1,2,2,2,1,7,2,,2,1,7,9,2,1,2,7,Guanajuato,160,1
"9,265,048",14,605,CENDI la Juliana,1,9,9,15,13,55,14,1,58,5,2,99,,,,1,1,1,1,1,2,2,2,22,2,1,1,2,2,1,2,2,1,2,2,2,3,7,1,1,1,1,1,9,1,3,1,3,Guanajuato,160,1
"9,265,051",14,605,CENDI la Juliana,1,9,9,15,15,4,15,9,24,5,2,1,,1,2,1,1,1,1,1,2,2,2,13,3,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,9,1,2,1,6,Guanajuato,160,1
"9,265,053",14,605,CENDI la Juliana,1,9,9,15,15,27,15,32,34,5,1,1,,1,2,2,,,,,1,2,2,15,3,1,3,3,2,1,1,2,1,2,2,2,1,6,1,1,1,1,5,10,1,2,1,5,Guanajuato,160,1
"10,167,043",14,605,CENDI la Juliana,1,9,9,15,8,9,8,20,39,5,2,1,,1,2,1,2,1,1,1,2,2,1,30,4,2,2,3,2,1,1,1,1,2,1,2,1,4,1,1,1,1,1,8,1,1,2,5,Guanajuato,160,1
"10,167,045",14,605,CENDI la Juliana,1,9,9,15,8,35,8,41,26,5,2,1,,1,1,1,1,1,1,1,2,2,2,18,3,1,1,1,2,1,1,1,1,2,1,2,1,2,2,,2,1,1,9,1,2,1,7,Guanajuato,160,1
"10,167,052",14,605,CENDI la Juliana,1,9,9,15,15,5,15,12,23,3,2,1,,1,1,2,,,,,2,1,1,25,4,1,3,4,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,9,1,1,2,7,Guanajuato,160,1
"10,167,055",14,605,CENDI la Juliana,1,9,9,15,15,38,16,2,35,4,4,1,,1,2,2,,,,,2,4,2,15,2,2,3,4,2,1,2,1,1,2,1,2,2,7,1,1,2,1,4,9,1,4,1,5,Guanajuato,160,1
"9,317,078",14,607,Instituto los Caracoles,1,11,9,15,8,31,8,38,36,3,2,1,,2,5,1,1,1,1,1,1,1,2,12,2,1,1,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,10,1,2,1,7,Guanajuato,204,1
"9,317,085",14,607,Instituto los Caracoles,1,11,9,15,9,21,9,30,70,5,1,1,,2,3,1,1,1,1,1,1,2,2,15,3,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,9,1,3,1,2,Guanajuato,204,1
"9,317,086",14,607,Instituto los Caracoles,1,11,9,15,9,37,9,44,23,5,2,1,,1,1,1,1,1,1,1,1,1,2,20,3,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,1,4,10,1,2,1,7,Guanajuato,204,1
"9,317,087",14,607,Instituto los Caracoles,1,11,9,15,13,27,13,38,57,3,2,2,1,,5,1,1,1,1,1,1,1,2,15,2,1,99,,,1,1,1,1,2,2,2,1,1,1,1,1,6,4,8,2,3,1,3,Guanajuato,204,1
"9,317,088",14,607,Instituto los Caracoles,1,11,9,15,13,55,14,3,23,5,2,1,,1,4,1,1,1,1,1,1,1,1,10,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,,1,1,1,9,1,2,1,5,Guanajuato,204,1
"9,317,093",14,607,Instituto los Caracoles,1,11,9,15,15,8,15,18,50,5,2,1,,1,1,1,1,1,1,1,2,2,2,8,4,1,1,3,1,1,1,2,2,2,2,2,1,1,1,1,1,6,1,9,1,3,1,3,Guanajuato,204,1
"9,622,069",14,607,Instituto los Caracoles,1,11,9,15,8,22,8,28,42,5,2,1,,1,1,1,1,1,1,1,2,2,2,10,3,1,7,,,1,1,1,1,2,2,2,2,2,1,1,1,2,1,9,2,4,2,5,Guanajuato,204,1
"9,622,073",14,607,Instituto los Caracoles,1,11,9,15,9,40,9,49,30,5,2,1,,1,1,1,1,1,1,1,2,2,2,10,3,97,4,4,1,1,1,1,1,1,1,2,3,6,1,1,1,3,1,10,2,1,2,7,Guanajuato,204,1
"9,622,077",14,607,Instituto los Caracoles,1,11,9,15,14,25,14,30,36,2,1,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,3,4,2,1,1,1,1,1,2,2,3,5,1,1,1,2,4,10,2,2,1,9,Guanajuato,204,1
"9,622,079",14,607,Instituto los Caracoles,1,11,9,15,15,29,15,35,46,3,2,1,,1,4,1,1,1,1,1,2,2,2,15,3,1,3,3,2,1,1,1,1,2,2,2,1,2,1,1,1,2,4,9,2,1,2,9,Guanajuato,204,1
"9,622,081",14,607,Instituto los Caracoles,1,11,9,15,15,38,15,43,68,5,1,1,,1,1,1,1,1,1,1,2,2,1,15,3,97,2,1,2,1,1,1,1,1,2,2,1,9,1,1,1,2,1,10,1,3,1,3,Guanajuato,204,1
"9,958,083",14,607,Instituto los Caracoles,1,11,9,15,8,33,8,42,26,5,1,1,,1,1,1,1,1,1,1,2,1,2,35,99,1,3,1,1,1,1,1,1,1,1,2,4,5,1,1,1,6,1,9,1,2,1,7,Guanajuato,204,1
"9,958,084",14,607,Instituto los Caracoles,1,11,9,15,8,49,8,58,51,5,1,1,,1,1,1,1,1,1,1,2,2,2,18,2,2,2,1,2,1,1,1,1,1,2,2,2,5,1,1,1,1,1,9,1,3,2,5,Guanajuato,204,1
"9,958,091",14,607,Instituto los Caracoles,1,11,9,15,14,19,14,26,23,5,2,2,1,,2,1,1,1,1,1,2,2,2,30,3,1,4,1,2,1,1,1,1,2,2,2,1,7,1,1,1,1,2,9,1,2,1,9,Guanajuato,204,1
"9,958,093",14,607,Instituto los Caracoles,1,11,9,15,15,3,15,10,33,5,2,2,1,,1,1,1,1,1,1,2,1,1,18,4,1,2,1,2,1,1,1,1,2,2,2,1,5,1,1,1,1,1,10,1,2,1,9,Guanajuato,204,1
"9,958,101",14,607,Instituto los Caracoles,1,11,9,15,15,36,15,44,26,5,4,1,,1,1,2,,,,,2,2,4,12,3,1,2,1,2,1,1,1,1,2,2,2,1,6,1,1,1,6,10,9,1,2,1,7,Guanajuato,204,1
"9,317,099",14,613,CENDI Ra�ces,1,14,9,15,7,46,7,58,69,5,2,1,,1,3,1,1,1,1,1,2,2,2,20,3,1,2,4,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,8,1,3,1,5,Guanajuato,149,1
"9,317,100",14,613,CENDI Ra�ces,1,14,9,15,8,13,8,20,20,5,2,1,,2,4,1,1,1,1,1,2,2,2,10,5,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,4,9,1,2,1,7,Guanajuato,149,1
"9,317,101",14,613,CENDI Ra�ces,1,14,9,15,8,24,8,41,28,5,4,1,,1,1,1,2,2,2,4,2,4,2,24,1,1,1,3,2,1,2,4,2,2,2,1,4,5,1,1,1,1,4,3,3,2,1,5,Guanajuato,149,1
"9,317,106",14,613,CENDI Ra�ces,1,14,9,15,14,20,14,28,38,5,2,1,,1,4,1,1,1,1,1,2,2,2,12,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,4,9,1,2,1,5,Guanajuato,149,1
"9,317,107",14,613,CENDI Ra�ces,1,14,9,15,14,31,14,40,25,5,2,1,,1,3,1,1,1,1,2,2,2,2,12,2,1,5,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,8,1,2,1,7,Guanajuato,149,1
"9,317,110",14,613,CENDI Ra�ces,1,14,9,15,16,38,16,46,51,4,2,1,,1,2,1,1,1,1,1,2,2,2,12,2,1,2,3,1,1,1,1,2,1,2,2,3,8,1,1,1,3,4,9,1,1,2,7,Guanajuato,149,1
"9,622,084",14,613,CENDI Ra�ces,1,14,9,15,7,44,7,52,32,5,1,1,,1,4,1,1,1,1,1,1,1,1,10,2,1,4,4,1,1,1,1,1,2,1,2,4,6,1,1,1,2,4,9,1,1,2,7,Guanajuato,149,1
"9,622,087",14,613,CENDI Ra�ces,1,14,9,15,8,36,8,42,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,97,5,3,1,1,1,1,1,2,1,2,1,2,1,1,1,7,1,9,1,2,1,5,Guanajuato,149,1
"9,622,091",14,613,CENDI Ra�ces,1,14,9,15,13,57,14,4,26,5,2,1,,1,1,1,1,1,1,1,2,2,2,7,4,97,1,2,2,1,1,1,1,2,2,2,1,1,2,,1,7,1,9,2,2,1,9,Guanajuato,149,1
"9,622,094",14,613,CENDI Ra�ces,1,14,9,15,16,32,16,41,46,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,3,1,1,2,1,1,1,1,1,1,1,2,3,6,1,1,1,2,1,9,2,2,1,5,Guanajuato,149,1
"9,958,107",14,613,CENDI Ra�ces,1,14,9,15,7,50,7,56,20,5,1,1,,1,2,1,1,1,1,1,2,2,1,20,2,1,3,1,1,1,1,1,1,1,1,2,3,6,1,1,1,6,3,10,1,2,1,7,Guanajuato,149,1
"9,958,110",14,613,CENDI Ra�ces,1,14,9,15,8,21,8,28,51,5,1,3,,,,1,1,2,1,1,2,2,2,15,3,1,2,4,2,1,1,1,2,2,1,1,3,4,2,,2,6,5,9,1,3,1,9,Guanajuato,149,1
"9,958,112",14,613,CENDI Ra�ces,1,14,9,15,9,13,9,19,22,5,1,1,,1,2,1,1,1,1,1,2,1,1,24,5,1,1,1,1,1,1,1,1,2,4,2,3,6,1,1,1,6,2,9,1,2,1,7,Guanajuato,149,1
"9,958,117",14,613,CENDI Ra�ces,1,14,9,15,15,12,15,20,32,5,2,2,1,,1,1,1,1,1,1,2,2,2,12,6,1,5,4,1,1,1,1,1,1,2,2,2,5,1,1,1,2,1,9,2,1,2,5,Guanajuato,149,1
"9,317,009",14,624,Jard�n Encantado,1,7,9,15,9,7,9,18,43,4,2,1,,1,1,1,1,1,1,1,1,2,1,20,1,1,1,3,2,1,1,1,2,2,2,2,1,1,1,1,1,6,1,10,1,3,2,7,Guanajuato,225,1
"9,317,012",14,624,Jard�n Encantado,1,7,9,15,14,2,14,12,61,5,1,3,,,,2,,,,,1,2,2,7,3,1,7,,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,10,1,3,1,1,Guanajuato,225,1
"9,317,015",14,624,Jard�n Encantado,1,7,9,15,14,48,14,57,35,5,1,3,,,,1,1,1,1,1,1,1,1,10,3,1,1,1,2,1,1,1,2,2,2,2,3,3,1,1,1,1,1,9,1,1,2,6,Guanajuato,225,1
"9,317,019",14,624,Jard�n Encantado,1,7,9,15,16,17,16,24,26,5,1,1,,1,2,2,,,,,2,1,2,20,4,1,1,3,2,1,1,1,2,2,2,2,4,6,1,1,1,1,1,10,1,2,1,7,Guanajuato,225,1
"9,317,022",14,624,Jard�n Encantado,1,7,9,15,16,56,17,3,22,5,2,1,,1,3,2,,,,,1,2,1,20,4,1,4,2,2,1,1,2,4,2,2,2,3,3,1,1,1,3,2,9,1,2,1,8,Guanajuato,225,1
"9,317,024",14,624,Jard�n Encantado,1,7,9,15,17,45,17,53,37,5,1,3,,,,2,,,,,1,1,1,9,2,1,2,3,2,1,1,2,2,2,2,2,4,5,1,1,1,3,3,9,1,1,2,9,Guanajuato,225,1
"9,317,027",14,624,Jard�n Encantado,1,7,9,15,18,25,18,31,39,5,1,1,,1,1,1,1,1,1,1,1,1,1,20,3,1,1,2,2,1,1,2,2,2,2,2,3,3,1,1,1,1,2,9,1,2,1,7,Guanajuato,225,1
"9,622,003",14,624,Jard�n Encantado,1,7,9,15,7,33,7,54,31,4,2,1,,1,2,1,1,2,2,2,2,2,2,25,1,1,3,4,2,1,2,2,1,1,2,2,1,2,1,1,1,6,1,9,1,2,1,5,Guanajuato,225,1
"9,622,009",14,624,Jard�n Encantado,1,7,9,15,9,57,10,9,28,5,1,1,,1,2,1,1,1,1,1,1,1,1,10,4,1,4,4,1,1,1,1,1,2,2,2,1,7,1,1,1,6,3,10,1,1,2,9,Guanajuato,225,1
"9,622,011",14,624,Jard�n Encantado,1,7,9,15,10,37,10,48,36,5,1,1,,1,1,1,1,1,1,1,1,1,1,18,3,97,7,,,1,1,1,4,1,4,2,5,10,1,1,1,3,2,10,1,1,2,9,Guanajuato,225,1
"9,622,015",14,624,Jard�n Encantado,1,7,9,15,15,3,15,12,40,5,1,1,,1,1,1,1,1,1,1,2,1,2,22,2,1,1,4,2,1,1,1,2,1,4,2,4,10,1,1,1,3,1,9,1,1,2,9,Guanajuato,225,1
"9,622,018",14,624,Jard�n Encantado,1,7,9,15,15,53,16,4,29,5,1,1,,1,4,1,1,2,1,1,1,2,2,15,6,1,2,2,2,1,1,1,1,2,2,2,3,4,1,1,1,7,1,9,2,2,1,5,Guanajuato,225,1
"9,622,022",14,624,Jard�n Encantado,1,7,9,15,17,23,17,34,24,5,2,1,,1,2,1,1,1,1,1,2,2,2,26,6,1,1,2,2,1,1,1,4,2,4,2,1,2,1,1,1,3,2,8,2,2,1,9,Guanajuato,225,1
"9,622,023",14,624,Jard�n Encantado,1,7,9,15,17,42,17,51,26,5,1,1,,1,1,1,1,1,1,1,2,2,2,20,2,1,1,3,97,1,2,1,4,2,4,2,5,8,1,1,1,3,2,9,2,2,1,7,Guanajuato,225,1
"9,622,024",14,624,Jard�n Encantado,1,7,9,15,17,56,18,5,36,5,2,1,,1,4,1,1,1,1,1,2,2,2,18,4,97,1,2,2,1,1,1,1,1,2,2,5,8,1,1,1,3,3,10,2,2,1,3,Guanajuato,225,1
"9,622,025",14,624,Jard�n Encantado,1,7,9,15,18,6,18,15,32,5,1,3,,,,1,1,1,1,1,1,2,2,15,6,1,2,3,2,1,1,1,2,1,2,2,3,10,1,1,1,5,1,10,2,4,1,7,Guanajuato,225,1
"9,622,026",14,624,Jard�n Encantado,1,7,9,15,18,16,18,25,30,5,2,1,,1,5,1,1,1,1,1,2,2,2,22,6,1,7,,,1,1,1,1,2,4,2,4,9,1,1,1,2,3,10,2,2,1,9,Guanajuato,225,1
"9,622,027",14,624,Jard�n Encantado,1,7,9,15,18,29,18,41,30,5,1,1,,1,2,1,1,1,1,1,1,1,2,20,3,1,4,4,2,1,1,1,4,1,4,2,3,8,1,1,1,2,2,10,2,1,2,9,Guanajuato,225,1
"9,958,004",14,624,Jard�n Encantado,1,7,9,15,7,15,7,30,28,5,2,1,,1,1,1,1,2,2,2,2,2,2,15,2,1,3,3,2,1,1,2,1,1,2,2,2,2,1,1,1,6,2,8,1,2,1,9,Guanajuato,225,1
"9,958,006",14,624,Jard�n Encantado,1,7,9,15,7,54,8,6,49,3,2,1,,1,2,1,2,1,2,2,2,2,2,10,2,1,3,4,2,1,2,2,1,1,2,2,2,3,1,1,2,6,2,7,2,2,1,5,Guanajuato,225,1
"9,958,009",14,624,Jard�n Encantado,1,7,9,15,8,41,8,50,28,5,2,1,,1,3,1,1,1,1,1,2,2,2,15,5,2,2,1,2,1,1,1,5,2,1,2,2,2,1,1,1,1,2,8,1,1,2,9,Guanajuato,225,1
"9,958,011",14,624,Jard�n Encantado,1,7,9,15,9,56,10,4,49,5,1,3,,,,1,1,1,1,1,1,1,1,15,5,1,1,1,2,1,1,1,5,2,2,2,4,6,1,1,1,6,3,9,1,3,1,2,Guanajuato,225,1
"9,958,014",14,624,Jard�n Encantado,1,7,9,15,10,45,10,51,20,4,1,1,,1,1,1,1,1,1,1,1,2,1,15,4,1,1,1,1,1,1,1,5,2,2,2,1,1,1,1,1,6,1,10,1,2,1,7,Guanajuato,225,1
"9,958,017",14,624,Jard�n Encantado,1,7,9,15,14,35,14,44,31,4,1,3,,,,2,,,,,1,1,1,15,3,1,1,1,2,1,2,1,2,2,2,2,3,4,1,1,1,3,2,9,1,4,1,9,Guanajuato,225,1
"9,958,019",14,624,Jard�n Encantado,1,7,9,15,15,4,15,12,25,5,1,1,,1,2,1,1,1,1,1,1,2,2,12,4,1,1,1,2,1,1,2,4,2,4,2,2,2,2,,2,1,2,9,1,2,1,9,Guanajuato,225,1
"9,958,027",14,624,Jard�n Encantado,1,7,9,15,17,57,18,5,33,5,2,3,,,,2,,,,,2,2,2,12,3,1,1,1,2,1,1,1,4,2,2,2,4,8,2,,1,1,1,5,1,2,1,9,Guanajuato,225,1
"9,958,028",14,624,Jard�n Encantado,1,7,9,15,18,17,18,22,57,5,1,3,,,,2,,,,,2,1,1,12,3,2,2,4,1,1,1,1,5,2,2,2,2,5,1,1,1,3,1,9,2,3,2,9,Guanajuato,225,1
"9,958,030",14,624,Jard�n Encantado,1,7,9,15,18,34,18,42,46,5,1,3,,,,2,,,,,2,1,2,15,3,1,99,,,1,1,1,5,2,2,2,3,5,1,1,1,6,998,8,2,3,1,1,Guanajuato,225,1
"9,317,052",14,632,Chispitas de Amor,1,9,9,15,8,33,8,41,28,5,1,2,1,,1,1,1,1,1,2,1,1,2,12,3,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,8,1,2,1,9,Guanajuato,113,1
"9,317,060",14,632,Chispitas de Amor,1,9,9,15,14,34,14,41,34,5,1,1,,1,1,1,1,2,1,1,1,2,1,15,3,2,1,1,2,1,1,2,1,1,2,2,3,3,1,1,1,2,2,8,1,2,1,7,Guanajuato,113,1
"9,317,061",14,632,Chispitas de Amor,1,9,9,15,14,46,14,53,42,5,1,1,,1,1,1,1,1,1,2,1,2,2,10,3,1,1,3,2,1,1,1,1,1,2,2,4,7,1,1,1,1,1,10,1,3,1,5,Guanajuato,113,1
"9,622,049",14,632,Chispitas de Amor,1,9,9,15,8,52,9,0,27,5,2,1,,1,1,1,1,1,1,1,1,2,2,15,3,97,5,3,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,9,2,2,1,9,Guanajuato,113,1
"9,622,051",14,632,Chispitas de Amor,1,9,9,15,13,41,13,47,54,2,1,3,,,,1,1,1,1,1,2,2,2,20,4,1,3,2,1,1,1,1,1,2,2,2,1,7,1,1,1,3,2,10,2,3,1,3,Guanajuato,113,1
"9,622,054",14,632,Chispitas de Amor,1,9,9,15,14,20,14,26,28,5,2,1,,1,1,1,1,1,1,1,2,2,2,10,3,97,7,,,1,1,1,1,1,2,2,4,5,1,1,1,2,1,10,2,2,1,7,Guanajuato,113,1
"9,622,057",14,632,Chispitas de Amor,1,9,9,15,15,59,16,5,51,5,2,1,,1,1,1,1,1,1,1,2,1,2,20,4,1,2,2,97,1,1,1,1,1,2,2,2,5,1,1,1,3,1,9,2,4,1,5,Guanajuato,113,1
"9,958,057",14,632,Chispitas de Amor,1,9,9,15,13,19,13,29,50,5,1,3,,,,2,,,,,1,1,1,12,3,1,1,1,2,1,1,1,1,1,1,2,3,7,1,1,1,6,4,8,1,4,1,5,Guanajuato,113,1
"9,958,058",14,632,Chispitas de Amor,1,9,9,15,13,45,13,52,27,5,2,1,,1,1,2,,,,,1,2,2,12,2,1,1,4,2,1,1,1,2,2,1,2,3,4,2,,2,1,1,8,2,2,1,7,Guanajuato,113,1
"9,958,059",14,632,Chispitas de Amor,1,9,9,15,14,10,14,18,27,4,2,3,,,,1,1,1,1,1,2,2,2,12,3,2,1,1,2,1,1,2,2,2,5,2,2,3,2,,1,1,2,8,1,2,1,9,Guanajuato,113,1
"9,958,060",14,632,Chispitas de Amor,1,9,9,15,14,30,14,35,25,5,1,3,,,,2,,,,,2,2,2,12,1,1,1,1,2,1,1,1,1,2,2,2,3,5,1,1,1,3,2,10,1,4,1,9,Guanajuato,113,1
"9,317,067",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,8,12,8,21,50,4,2,1,,1,2,1,1,1,1,1,1,1,2,10,2,1,2,3,2,1,1,1,1,2,2,2,4,6,1,1,1,1,1,9,1,3,1,7,Guanajuato,94,1
"9,317,068",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,8,36,8,43,40,5,1,1,,1,3,1,1,1,1,1,1,1,1,8,2,1,1,2,2,1,1,1,1,1,2,2,3,3,1,1,1,1,4,10,1,1,2,5,Guanajuato,94,1
"9,317,071",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,14,20,14,28,32,5,2,1,,1,3,1,1,1,1,1,1,1,1,10,2,1,1,3,2,1,1,1,1,2,2,2,3,3,1,1,1,1,1,10,1,2,1,7,Guanajuato,94,1
"9,317,072",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,15,2,15,12,43,5,2,1,,1,4,1,1,1,1,1,1,2,2,15,3,1,1,1,2,1,1,2,1,2,2,2,4,7,2,,1,1,1,9,1,4,1,2,Guanajuato,94,1
"9,317,074",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,15,39,15,46,38,5,1,1,,1,2,1,1,1,1,1,1,2,2,7,3,1,4,3,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,9,1,1,2,7,Guanajuato,94,1
"9,317,075",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,16,4,16,16,67,5,2,2,1,,2,1,1,1,1,1,1,2,2,15,2,1,1,1,2,1,1,1,1,2,2,2,4,7,1,1,1,1,1,9,1,3,1,1,Guanajuato,94,1
"9,622,058",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,7,43,7,51,39,5,2,1,,1,2,1,1,1,1,1,1,1,1,15,2,97,1,1,1,1,1,1,1,2,2,2,5,6,1,1,1,3,1,10,1,2,1,7,Guanajuato,94,1
"9,622,059",14,636,Estancia Infantil Tercer Mileno,1,10,9,15,7,52,8,1,32,5,1,2,1,,2,1,1,1,1,1,1,2,2,15,2,1,7,,,1,2,4,2,2,2,2,3,7,1,1,1,7,1,8,2,2,1,7,Guanajuato,94,1
